text,entity_type,entity_value
The meeting with Sara from Meta is scheduled for 1997-06-04,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1997-06-04,ORG,Meta
Amazon announced new projects starting 1991-03-12,ORG,Amazon
Microsoft announced new projects starting 1997-04-23,ORG,Microsoft
John works at Meta in New York since 1997-03-15,PERSON,John
John works at Meta in New York since 1997-03-15,ORG,Meta
The meeting with Mary from Meta is scheduled for 1992-10-21,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1992-10-21,ORG,Meta
Meta announced new projects starting 2010-05-09,ORG,Meta
John attended a conference on 2023-09-01,PERSON,John
Mary attended a conference on 1981-03-10,PERSON,Mary
Sara attended a conference on 2018-05-01,PERSON,Sara
Google announced new projects starting 2015-04-04,ORG,Google
Sara works at Meta in Paris since 1984-05-07,PERSON,Sara
Sara works at Meta in Paris since 1984-05-07,ORG,Meta
Sara works at Meta in Paris since 1984-05-07,GPE,Paris
Amazon announced new projects starting 2022-05-18,ORG,Amazon
Google announced new projects starting 1997-11-16,ORG,Google
London will host the event in 2019-08-11,GPE,London
Microsoft announced new projects starting 2011-07-15,ORG,Microsoft
Google announced new projects starting 2018-07-24,ORG,Google
Amazon announced new projects starting 2015-09-01,ORG,Amazon
The meeting with John from Microsoft is scheduled for 1996-11-12,PERSON,John
The meeting with John from Microsoft is scheduled for 1996-11-12,ORG,Microsoft
John works at Google in Paris since 1970-09-19,PERSON,John
John works at Google in Paris since 1970-09-19,ORG,Google
John works at Google in Paris since 1970-09-19,GPE,Paris
The meeting with Mary from Microsoft is scheduled for 1997-03-21,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1997-03-21,ORG,Microsoft
The meeting with John from Amazon is scheduled for 1980-05-31,PERSON,John
The meeting with John from Amazon is scheduled for 1980-05-31,ORG,Amazon
The meeting with John from Amazon is scheduled for 1986-09-17,PERSON,John
The meeting with John from Amazon is scheduled for 1986-09-17,ORG,Amazon
Sara works at Amazon in London since 2011-09-02,PERSON,Sara
Sara works at Amazon in London since 2011-09-02,ORG,Amazon
Sara works at Amazon in London since 2011-09-02,GPE,London
London will host the event in 1998-04-30,GPE,London
Sara attended a conference on 2001-05-06,PERSON,Sara
John works at Microsoft in London since 2019-02-15,PERSON,John
John works at Microsoft in London since 2019-02-15,ORG,Microsoft
John works at Microsoft in London since 2019-02-15,GPE,London
John works at Meta in Paris since 2013-05-19,PERSON,John
John works at Meta in Paris since 2013-05-19,ORG,Meta
John works at Meta in Paris since 2013-05-19,GPE,Paris
Sara attended a conference on 2016-09-19,PERSON,Sara
Sara attended a conference on 1970-10-21,PERSON,Sara
Mary works at Microsoft in London since 1976-02-08,PERSON,Mary
Mary works at Microsoft in London since 1976-02-08,ORG,Microsoft
Mary works at Microsoft in London since 1976-02-08,GPE,London
The meeting with Alex from Microsoft is scheduled for 1973-03-20,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1973-03-20,ORG,Microsoft
Mary attended a conference on 1982-04-28,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 2004-02-16,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 2004-02-16,ORG,Amazon
Amazon announced new projects starting 2023-12-25,ORG,Amazon
The meeting with Mary from Google is scheduled for 1972-09-03,PERSON,Mary
The meeting with Mary from Google is scheduled for 1972-09-03,ORG,Google
Alex works at Google in New York since 1998-11-05,PERSON,Alex
Alex works at Google in New York since 1998-11-05,ORG,Google
John attended a conference on 1980-09-12,PERSON,John
Meta announced new projects starting 1970-04-27,ORG,Meta
Amazon announced new projects starting 2023-10-25,ORG,Amazon
John attended a conference on 2003-01-19,PERSON,John
Amazon announced new projects starting 1976-08-02,ORG,Amazon
Alex attended a conference on 1988-09-19,PERSON,Alex
John attended a conference on 1978-07-17,PERSON,John
Mary works at Microsoft in Paris since 1988-12-26,PERSON,Mary
Mary works at Microsoft in Paris since 1988-12-26,ORG,Microsoft
Mary works at Microsoft in Paris since 1988-12-26,GPE,Paris
London will host the event in 2020-08-29,GPE,London
The meeting with Alex from Microsoft is scheduled for 1984-03-31,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1984-03-31,ORG,Microsoft
Paris will host the event in 1983-03-06,GPE,Paris
Mary works at Google in New York since 1973-08-28,PERSON,Mary
Mary works at Google in New York since 1973-08-28,ORG,Google
Tokyo will host the event in 2013-02-25,GPE,Tokyo
Mary attended a conference on 2004-10-22,PERSON,Mary
The meeting with Mary from Google is scheduled for 1984-12-12,PERSON,Mary
The meeting with Mary from Google is scheduled for 1984-12-12,ORG,Google
Sara works at Google in New York since 1982-01-10,PERSON,Sara
Sara works at Google in New York since 1982-01-10,ORG,Google
Sara works at Google in Paris since 1971-03-24,PERSON,Sara
Sara works at Google in Paris since 1971-03-24,ORG,Google
Sara works at Google in Paris since 1971-03-24,GPE,Paris
The meeting with John from Amazon is scheduled for 1974-09-21,PERSON,John
The meeting with John from Amazon is scheduled for 1974-09-21,ORG,Amazon
Paris will host the event in 1988-02-10,GPE,Paris
Paris will host the event in 2008-06-04,GPE,Paris
Mary works at Amazon in London since 2004-11-08,PERSON,Mary
Mary works at Amazon in London since 2004-11-08,ORG,Amazon
Mary works at Amazon in London since 2004-11-08,GPE,London
Meta announced new projects starting 2012-03-18,ORG,Meta
The meeting with Alex from Amazon is scheduled for 2018-10-05,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2018-10-05,ORG,Amazon
The meeting with Alex from Microsoft is scheduled for 1992-10-15,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1992-10-15,ORG,Microsoft
Meta announced new projects starting 2004-09-28,ORG,Meta
The meeting with John from Google is scheduled for 2012-09-08,PERSON,John
The meeting with John from Google is scheduled for 2012-09-08,ORG,Google
Google announced new projects starting 1988-03-23,ORG,Google
John works at Meta in London since 1985-11-03,PERSON,John
John works at Meta in London since 1985-11-03,ORG,Meta
John works at Meta in London since 1985-11-03,GPE,London
Sara works at Meta in New York since 2023-08-23,PERSON,Sara
Sara works at Meta in New York since 2023-08-23,ORG,Meta
London will host the event in 2018-06-29,GPE,London
Sara attended a conference on 1983-04-30,PERSON,Sara
Alex works at Google in New York since 1989-04-03,PERSON,Alex
Alex works at Google in New York since 1989-04-03,ORG,Google
The meeting with Mary from Google is scheduled for 1996-07-17,PERSON,Mary
The meeting with Mary from Google is scheduled for 1996-07-17,ORG,Google
Meta announced new projects starting 2004-09-18,ORG,Meta
Mary works at Meta in Paris since 2003-12-07,PERSON,Mary
Mary works at Meta in Paris since 2003-12-07,ORG,Meta
Mary works at Meta in Paris since 2003-12-07,GPE,Paris
The meeting with John from Google is scheduled for 2015-05-18,PERSON,John
The meeting with John from Google is scheduled for 2015-05-18,ORG,Google
Alex works at Google in New York since 2020-12-15,PERSON,Alex
Alex works at Google in New York since 2020-12-15,ORG,Google
The meeting with Mary from Google is scheduled for 2004-09-12,PERSON,Mary
The meeting with Mary from Google is scheduled for 2004-09-12,ORG,Google
Microsoft announced new projects starting 2013-06-30,ORG,Microsoft
The meeting with John from Amazon is scheduled for 1972-09-05,PERSON,John
The meeting with John from Amazon is scheduled for 1972-09-05,ORG,Amazon
Mary works at Google in London since 2012-12-09,PERSON,Mary
Mary works at Google in London since 2012-12-09,ORG,Google
Mary works at Google in London since 2012-12-09,GPE,London
Alex attended a conference on 1973-10-23,PERSON,Alex
Meta announced new projects starting 2007-02-16,ORG,Meta
Paris will host the event in 2007-10-17,GPE,Paris
Sara works at Google in London since 1976-05-29,PERSON,Sara
Sara works at Google in London since 1976-05-29,ORG,Google
Sara works at Google in London since 1976-05-29,GPE,London
Google announced new projects starting 1982-03-04,ORG,Google
Mary attended a conference on 1985-11-01,PERSON,Mary
The meeting with John from Google is scheduled for 1993-08-06,PERSON,John
The meeting with John from Google is scheduled for 1993-08-06,ORG,Google
The meeting with Mary from Microsoft is scheduled for 1993-11-17,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1993-11-17,ORG,Microsoft
Paris will host the event in 1975-06-09,GPE,Paris
Mary attended a conference on 1996-07-09,PERSON,Mary
Mary attended a conference on 1978-01-09,PERSON,Mary
Alex works at Amazon in London since 2023-07-01,PERSON,Alex
Alex works at Amazon in London since 2023-07-01,ORG,Amazon
Alex works at Amazon in London since 2023-07-01,GPE,London
The meeting with Alex from Google is scheduled for 1995-10-12,PERSON,Alex
The meeting with Alex from Google is scheduled for 1995-10-12,ORG,Google
Paris will host the event in 1975-03-13,GPE,Paris
Tokyo will host the event in 2013-10-02,GPE,Tokyo
Paris will host the event in 2010-01-15,GPE,Paris
Amazon announced new projects starting 1984-07-01,ORG,Amazon
The meeting with John from Microsoft is scheduled for 1990-06-22,PERSON,John
The meeting with John from Microsoft is scheduled for 1990-06-22,ORG,Microsoft
The meeting with Mary from Meta is scheduled for 2022-11-12,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2022-11-12,ORG,Meta
The meeting with Alex from Microsoft is scheduled for 2022-02-28,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 2022-02-28,ORG,Microsoft
Sara works at Meta in Paris since 2009-09-03,PERSON,Sara
Sara works at Meta in Paris since 2009-09-03,ORG,Meta
Sara works at Meta in Paris since 2009-09-03,GPE,Paris
The meeting with Sara from Microsoft is scheduled for 2007-09-05,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2007-09-05,ORG,Microsoft
Amazon announced new projects starting 2019-07-22,ORG,Amazon
Sara attended a conference on 1980-07-23,PERSON,Sara
Google announced new projects starting 1997-10-02,ORG,Google
The meeting with Sara from Google is scheduled for 2000-08-22,PERSON,Sara
The meeting with Sara from Google is scheduled for 2000-08-22,ORG,Google
Tokyo will host the event in 2021-03-08,GPE,Tokyo
The meeting with Sara from Microsoft is scheduled for 2021-11-18,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2021-11-18,ORG,Microsoft
Mary attended a conference on 2015-09-06,PERSON,Mary
The meeting with John from Amazon is scheduled for 1998-07-21,PERSON,John
The meeting with John from Amazon is scheduled for 1998-07-21,ORG,Amazon
Sara attended a conference on 2013-08-18,PERSON,Sara
The meeting with Alex from Google is scheduled for 2015-01-14,PERSON,Alex
The meeting with Alex from Google is scheduled for 2015-01-14,ORG,Google
London will host the event in 2018-08-22,GPE,London
Mary works at Google in New York since 1988-10-01,PERSON,Mary
Mary works at Google in New York since 1988-10-01,ORG,Google
The meeting with Alex from Google is scheduled for 1989-05-03,PERSON,Alex
The meeting with Alex from Google is scheduled for 1989-05-03,ORG,Google
Sara attended a conference on 1978-02-01,PERSON,Sara
The meeting with Mary from Amazon is scheduled for 1983-03-14,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1983-03-14,ORG,Amazon
Mary works at Google in Paris since 1980-03-31,PERSON,Mary
Mary works at Google in Paris since 1980-03-31,ORG,Google
Mary works at Google in Paris since 1980-03-31,GPE,Paris
Paris will host the event in 1987-12-30,GPE,Paris
Google announced new projects starting 2019-02-12,ORG,Google
Tokyo will host the event in 1979-11-11,GPE,Tokyo
Amazon announced new projects starting 2024-01-02,ORG,Amazon
Google announced new projects starting 1986-06-08,ORG,Google
John works at Google in Tokyo since 2003-10-24,PERSON,John
John works at Google in Tokyo since 2003-10-24,ORG,Google
John works at Google in Tokyo since 2003-10-24,GPE,Tokyo
John works at Microsoft in Tokyo since 2008-05-08,PERSON,John
John works at Microsoft in Tokyo since 2008-05-08,ORG,Microsoft
John works at Microsoft in Tokyo since 2008-05-08,GPE,Tokyo
Paris will host the event in 2019-09-09,GPE,Paris
Mary works at Amazon in London since 2009-07-09,PERSON,Mary
Mary works at Amazon in London since 2009-07-09,ORG,Amazon
Mary works at Amazon in London since 2009-07-09,GPE,London
Paris will host the event in 2021-05-03,GPE,Paris
London will host the event in 1998-09-01,GPE,London
Amazon announced new projects starting 2000-11-21,ORG,Amazon
Microsoft announced new projects starting 2014-10-31,ORG,Microsoft
John works at Google in Tokyo since 1997-01-05,PERSON,John
John works at Google in Tokyo since 1997-01-05,ORG,Google
John works at Google in Tokyo since 1997-01-05,GPE,Tokyo
Alex works at Amazon in Tokyo since 1975-07-01,PERSON,Alex
Alex works at Amazon in Tokyo since 1975-07-01,ORG,Amazon
Alex works at Amazon in Tokyo since 1975-07-01,GPE,Tokyo
Google announced new projects starting 1981-11-21,ORG,Google
Amazon announced new projects starting 2018-07-19,ORG,Amazon
The meeting with John from Microsoft is scheduled for 1980-05-25,PERSON,John
The meeting with John from Microsoft is scheduled for 1980-05-25,ORG,Microsoft
John attended a conference on 2012-01-29,PERSON,John
Paris will host the event in 2013-03-05,GPE,Paris
Mary works at Amazon in London since 2021-09-26,PERSON,Mary
Mary works at Amazon in London since 2021-09-26,ORG,Amazon
Mary works at Amazon in London since 2021-09-26,GPE,London
Mary works at Microsoft in Tokyo since 2014-02-10,PERSON,Mary
Mary works at Microsoft in Tokyo since 2014-02-10,ORG,Microsoft
Mary works at Microsoft in Tokyo since 2014-02-10,GPE,Tokyo
John attended a conference on 2015-07-28,PERSON,John
Microsoft announced new projects starting 1997-05-16,ORG,Microsoft
John attended a conference on 1977-08-28,PERSON,John
Alex works at Meta in Tokyo since 2019-08-06,PERSON,Alex
Alex works at Meta in Tokyo since 2019-08-06,ORG,Meta
Alex works at Meta in Tokyo since 2019-08-06,GPE,Tokyo
The meeting with Alex from Microsoft is scheduled for 1997-04-02,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1997-04-02,ORG,Microsoft
The meeting with John from Meta is scheduled for 1984-06-09,PERSON,John
The meeting with John from Meta is scheduled for 1984-06-09,ORG,Meta
Alex attended a conference on 1971-07-12,PERSON,Alex
Alex attended a conference on 1992-09-10,PERSON,Alex
The meeting with Alex from Google is scheduled for 1989-06-01,PERSON,Alex
The meeting with Alex from Google is scheduled for 1989-06-01,ORG,Google
Mary attended a conference on 1978-07-05,PERSON,Mary
Paris will host the event in 2007-03-14,GPE,Paris
Mary attended a conference on 2001-05-20,PERSON,Mary
Sara works at Google in Paris since 2008-07-09,PERSON,Sara
Sara works at Google in Paris since 2008-07-09,ORG,Google
Sara works at Google in Paris since 2008-07-09,GPE,Paris
Tokyo will host the event in 2010-08-01,GPE,Tokyo
Meta announced new projects starting 1979-01-12,ORG,Meta
Sara attended a conference on 2013-06-15,PERSON,Sara
Microsoft announced new projects starting 2019-06-16,ORG,Microsoft
Sara works at Google in New York since 2018-12-22,PERSON,Sara
Sara works at Google in New York since 2018-12-22,ORG,Google
Google announced new projects starting 1997-08-21,ORG,Google
Paris will host the event in 2016-07-26,GPE,Paris
Sara attended a conference on 1977-02-10,PERSON,Sara
