text,entity_type,entity_value
Mary works at Amazon in New York since 2013-04-02,PERSON,Mary
Mary works at Amazon in New York since 2013-04-02,ORG,Amazon
London will host the event in 1990-08-19,GPE,London
John attended a conference on 2019-02-22,PERSON,John
Sara attended a conference on 1972-06-25,PERSON,Sara
London will host the event in 1970-11-22,GPE,London
Tokyo will host the event in 1984-08-04,GPE,Tokyo
Sara works at Meta in New York since 1990-12-29,PERSON,Sara
Sara works at Meta in New York since 1990-12-29,ORG,Meta
Meta announced new projects starting 1988-11-07,ORG,Meta
Microsoft announced new projects starting 1986-01-14,ORG,Microsoft
Sara attended a conference on 2018-04-28,PERSON,Sara
Mary works at Microsoft in Paris since 2004-06-04,PERSON,Mary
Mary works at Microsoft in Paris since 2004-06-04,ORG,Microsoft
Mary works at Microsoft in Paris since 2004-06-04,GPE,Paris
Mary attended a conference on 2014-12-30,PERSON,Mary
Tokyo will host the event in 2011-02-20,GPE,Tokyo
The meeting with Sara from Microsoft is scheduled for 2003-12-14,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2003-12-14,ORG,Microsoft
Amazon announced new projects starting 1980-01-26,ORG,Amazon
John works at Microsoft in London since 1983-11-04,PERSON,John
John works at Microsoft in London since 1983-11-04,ORG,Microsoft
John works at Microsoft in London since 1983-11-04,GPE,London
John attended a conference on 1974-03-18,PERSON,John
Paris will host the event in 1996-07-22,GPE,Paris
Amazon announced new projects starting 2019-05-22,ORG,Amazon
Google announced new projects starting 1979-05-13,ORG,Google
Alex works at Google in London since 2019-02-25,PERSON,Alex
Alex works at Google in London since 2019-02-25,ORG,Google
Alex works at Google in London since 2019-02-25,GPE,London
Sara works at Microsoft in Paris since 2024-04-27,PERSON,Sara
Sara works at Microsoft in Paris since 2024-04-27,ORG,Microsoft
Sara works at Microsoft in Paris since 2024-04-27,GPE,Paris
The meeting with John from Google is scheduled for 2005-11-24,PERSON,John
The meeting with John from Google is scheduled for 2005-11-24,ORG,Google
Alex attended a conference on 2001-07-24,PERSON,Alex
The meeting with Mary from Microsoft is scheduled for 2013-05-02,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 2013-05-02,ORG,Microsoft
Sara works at Meta in Tokyo since 2018-05-27,PERSON,Sara
Sara works at Meta in Tokyo since 2018-05-27,ORG,Meta
Sara works at Meta in Tokyo since 2018-05-27,GPE,Tokyo
John works at Google in Tokyo since 1983-02-05,PERSON,John
John works at Google in Tokyo since 1983-02-05,ORG,Google
John works at Google in Tokyo since 1983-02-05,GPE,Tokyo
Sara attended a conference on 1972-01-24,PERSON,Sara
Alex attended a conference on 1992-04-25,PERSON,Alex
Alex attended a conference on 1996-10-07,PERSON,Alex
Tokyo will host the event in 2004-03-19,GPE,Tokyo
The meeting with Alex from Microsoft is scheduled for 1990-09-05,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1990-09-05,ORG,Microsoft
Alex works at Google in Tokyo since 1992-04-12,PERSON,Alex
Alex works at Google in Tokyo since 1992-04-12,ORG,Google
Alex works at Google in Tokyo since 1992-04-12,GPE,Tokyo
The meeting with Mary from Google is scheduled for 2016-06-12,PERSON,Mary
The meeting with Mary from Google is scheduled for 2016-06-12,ORG,Google
Sara attended a conference on 1978-02-17,PERSON,Sara
Sara attended a conference on 2025-02-21,PERSON,Sara
John attended a conference on 2024-09-19,PERSON,John
Sara attended a conference on 2001-08-31,PERSON,Sara
Tokyo will host the event in 1984-03-05,GPE,Tokyo
Tokyo will host the event in 1981-06-24,GPE,Tokyo
Google announced new projects starting 2015-12-07,ORG,Google
Alex works at Amazon in London since 1999-06-20,PERSON,Alex
Alex works at Amazon in London since 1999-06-20,ORG,Amazon
Alex works at Amazon in London since 1999-06-20,GPE,London
The meeting with Mary from Meta is scheduled for 1994-03-25,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1994-03-25,ORG,Meta
Sara works at Google in Paris since 1991-03-18,PERSON,Sara
Sara works at Google in Paris since 1991-03-18,ORG,Google
Sara works at Google in Paris since 1991-03-18,GPE,Paris
Alex attended a conference on 2017-10-30,PERSON,Alex
The meeting with Mary from Meta is scheduled for 1983-10-05,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1983-10-05,ORG,Meta
Mary attended a conference on 2014-04-01,PERSON,Mary
John attended a conference on 2012-11-10,PERSON,John
Sara works at Microsoft in Tokyo since 2011-01-16,PERSON,Sara
Sara works at Microsoft in Tokyo since 2011-01-16,ORG,Microsoft
Sara works at Microsoft in Tokyo since 2011-01-16,GPE,Tokyo
Sara attended a conference on 2019-11-10,PERSON,Sara
Alex works at Microsoft in Tokyo since 2023-03-04,PERSON,Alex
Alex works at Microsoft in Tokyo since 2023-03-04,ORG,Microsoft
Alex works at Microsoft in Tokyo since 2023-03-04,GPE,Tokyo
Mary attended a conference on 1982-12-12,PERSON,Mary
Sara attended a conference on 2017-09-19,PERSON,Sara
Meta announced new projects starting 2019-02-02,ORG,Meta
Sara attended a conference on 1975-05-06,PERSON,Sara
Sara works at Google in New York since 1978-04-07,PERSON,Sara
Sara works at Google in New York since 1978-04-07,ORG,Google
Sara attended a conference on 2006-06-28,PERSON,Sara
The meeting with Alex from Meta is scheduled for 2019-08-13,PERSON,Alex
The meeting with Alex from Meta is scheduled for 2019-08-13,ORG,Meta
Amazon announced new projects starting 1983-12-30,ORG,Amazon
The meeting with John from Google is scheduled for 1997-10-23,PERSON,John
The meeting with John from Google is scheduled for 1997-10-23,ORG,Google
The meeting with Sara from Microsoft is scheduled for 2014-07-04,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2014-07-04,ORG,Microsoft
Sara works at Google in Tokyo since 2007-10-22,PERSON,Sara
Sara works at Google in Tokyo since 2007-10-22,ORG,Google
Sara works at Google in Tokyo since 2007-10-22,GPE,Tokyo
Mary works at Google in New York since 2004-01-08,PERSON,Mary
Mary works at Google in New York since 2004-01-08,ORG,Google
John works at Microsoft in Tokyo since 1997-12-03,PERSON,John
John works at Microsoft in Tokyo since 1997-12-03,ORG,Microsoft
John works at Microsoft in Tokyo since 1997-12-03,GPE,Tokyo
The meeting with Mary from Microsoft is scheduled for 1999-06-18,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1999-06-18,ORG,Microsoft
Microsoft announced new projects starting 1978-04-03,ORG,Microsoft
Sara works at Meta in London since 2019-10-12,PERSON,Sara
Sara works at Meta in London since 2019-10-12,ORG,Meta
Sara works at Meta in London since 2019-10-12,GPE,London
Meta announced new projects starting 1974-01-05,ORG,Meta
Mary attended a conference on 1976-08-02,PERSON,Mary
John works at Google in London since 1989-12-04,PERSON,John
John works at Google in London since 1989-12-04,ORG,Google
John works at Google in London since 1989-12-04,GPE,London
The meeting with John from Amazon is scheduled for 2000-09-10,PERSON,John
The meeting with John from Amazon is scheduled for 2000-09-10,ORG,Amazon
Tokyo will host the event in 1995-12-04,GPE,Tokyo
The meeting with Mary from Google is scheduled for 2019-08-30,PERSON,Mary
The meeting with Mary from Google is scheduled for 2019-08-30,ORG,Google
Mary works at Meta in Tokyo since 2005-05-11,PERSON,Mary
Mary works at Meta in Tokyo since 2005-05-11,ORG,Meta
Mary works at Meta in Tokyo since 2005-05-11,GPE,Tokyo
Meta announced new projects starting 2023-07-19,ORG,Meta
The meeting with John from Microsoft is scheduled for 2017-07-05,PERSON,John
The meeting with John from Microsoft is scheduled for 2017-07-05,ORG,Microsoft
Mary works at Amazon in Tokyo since 1995-05-11,PERSON,Mary
Mary works at Amazon in Tokyo since 1995-05-11,ORG,Amazon
Mary works at Amazon in Tokyo since 1995-05-11,GPE,Tokyo
John works at Meta in Tokyo since 2024-08-31,PERSON,John
John works at Meta in Tokyo since 2024-08-31,ORG,Meta
John works at Meta in Tokyo since 2024-08-31,GPE,Tokyo
John works at Meta in Paris since 1972-08-06,PERSON,John
John works at Meta in Paris since 1972-08-06,ORG,Meta
John works at Meta in Paris since 1972-08-06,GPE,Paris
Amazon announced new projects starting 1993-07-02,ORG,Amazon
Mary works at Meta in New York since 2002-05-25,PERSON,Mary
Mary works at Meta in New York since 2002-05-25,ORG,Meta
John attended a conference on 1995-07-28,PERSON,John
Amazon announced new projects starting 1992-04-17,ORG,Amazon
Google announced new projects starting 2006-02-02,ORG,Google
Sara works at Meta in Paris since 1975-11-03,PERSON,Sara
Sara works at Meta in Paris since 1975-11-03,ORG,Meta
Sara works at Meta in Paris since 1975-11-03,GPE,Paris
Mary works at Amazon in Paris since 1990-07-30,PERSON,Mary
Mary works at Amazon in Paris since 1990-07-30,ORG,Amazon
Mary works at Amazon in Paris since 1990-07-30,GPE,Paris
John works at Amazon in Tokyo since 1987-06-26,PERSON,John
John works at Amazon in Tokyo since 1987-06-26,ORG,Amazon
John works at Amazon in Tokyo since 1987-06-26,GPE,Tokyo
John works at Meta in Tokyo since 2022-07-26,PERSON,John
John works at Meta in Tokyo since 2022-07-26,ORG,Meta
John works at Meta in Tokyo since 2022-07-26,GPE,Tokyo
John attended a conference on 1972-11-15,PERSON,John
Sara attended a conference on 1974-01-08,PERSON,Sara
Sara attended a conference on 1974-11-21,PERSON,Sara
Meta announced new projects starting 1987-02-22,ORG,Meta
Mary attended a conference on 2023-09-16,PERSON,Mary
John attended a conference on 2018-03-11,PERSON,John
Alex works at Microsoft in London since 1991-01-09,PERSON,Alex
Alex works at Microsoft in London since 1991-01-09,ORG,Microsoft
Alex works at Microsoft in London since 1991-01-09,GPE,London
Microsoft announced new projects starting 1982-03-22,ORG,Microsoft
John attended a conference on 2012-01-22,PERSON,John
The meeting with Alex from Amazon is scheduled for 1981-10-23,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 1981-10-23,ORG,Amazon
The meeting with Mary from Meta is scheduled for 2015-12-18,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2015-12-18,ORG,Meta
John works at Amazon in London since 2001-07-30,PERSON,John
John works at Amazon in London since 2001-07-30,ORG,Amazon
John works at Amazon in London since 2001-07-30,GPE,London
Tokyo will host the event in 2024-06-06,GPE,Tokyo
Mary attended a conference on 2023-02-09,PERSON,Mary
Mary attended a conference on 1976-10-31,PERSON,Mary
Amazon announced new projects starting 1976-12-04,ORG,Amazon
Amazon announced new projects starting 1970-02-02,ORG,Amazon
Alex works at Microsoft in London since 2018-08-24,PERSON,Alex
Alex works at Microsoft in London since 2018-08-24,ORG,Microsoft
Alex works at Microsoft in London since 2018-08-24,GPE,London
Paris will host the event in 1993-06-08,GPE,Paris
Sara works at Microsoft in Tokyo since 2021-03-23,PERSON,Sara
Sara works at Microsoft in Tokyo since 2021-03-23,ORG,Microsoft
Sara works at Microsoft in Tokyo since 2021-03-23,GPE,Tokyo
Alex attended a conference on 1978-01-30,PERSON,Alex
The meeting with Mary from Amazon is scheduled for 1977-10-29,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1977-10-29,ORG,Amazon
Amazon announced new projects starting 2003-01-29,ORG,Amazon
The meeting with Sara from Meta is scheduled for 2002-01-07,PERSON,Sara
The meeting with Sara from Meta is scheduled for 2002-01-07,ORG,Meta
London will host the event in 2011-02-19,GPE,London
Sara attended a conference on 1995-11-28,PERSON,Sara
Amazon announced new projects starting 2020-08-14,ORG,Amazon
Sara works at Google in New York since 2009-03-09,PERSON,Sara
Sara works at Google in New York since 2009-03-09,ORG,Google
Sara attended a conference on 2022-02-26,PERSON,Sara
Alex attended a conference on 2000-03-16,PERSON,Alex
Google announced new projects starting 1985-04-15,ORG,Google
Alex attended a conference on 1988-10-26,PERSON,Alex
Mary works at Meta in Tokyo since 1999-04-30,PERSON,Mary
Mary works at Meta in Tokyo since 1999-04-30,ORG,Meta
Mary works at Meta in Tokyo since 1999-04-30,GPE,Tokyo
Paris will host the event in 1994-06-04,GPE,Paris
Sara attended a conference on 2001-05-30,PERSON,Sara
Alex works at Microsoft in New York since 2008-09-06,PERSON,Alex
Alex works at Microsoft in New York since 2008-09-06,ORG,Microsoft
Meta announced new projects starting 1998-09-07,ORG,Meta
Microsoft announced new projects starting 2007-12-25,ORG,Microsoft
Amazon announced new projects starting 2003-02-10,ORG,Amazon
Mary attended a conference on 1999-06-01,PERSON,Mary
Mary works at Meta in Paris since 1997-07-25,PERSON,Mary
Mary works at Meta in Paris since 1997-07-25,ORG,Meta
Mary works at Meta in Paris since 1997-07-25,GPE,Paris
John attended a conference on 2013-12-03,PERSON,John
The meeting with Mary from Amazon is scheduled for 1979-10-21,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1979-10-21,ORG,Amazon
Tokyo will host the event in 2021-10-05,GPE,Tokyo
Sara attended a conference on 1994-05-28,PERSON,Sara
Sara works at Meta in New York since 2021-08-28,PERSON,Sara
Sara works at Meta in New York since 2021-08-28,ORG,Meta
Alex attended a conference on 1979-04-06,PERSON,Alex
Sara attended a conference on 1989-01-28,PERSON,Sara
Alex attended a conference on 2005-04-13,PERSON,Alex
John attended a conference on 1981-06-28,PERSON,John
Mary attended a conference on 2000-02-04,PERSON,Mary
Sara works at Amazon in Tokyo since 2011-05-03,PERSON,Sara
Sara works at Amazon in Tokyo since 2011-05-03,ORG,Amazon
Sara works at Amazon in Tokyo since 2011-05-03,GPE,Tokyo
Mary attended a conference on 2016-03-10,PERSON,Mary
The meeting with Sara from Google is scheduled for 1978-02-14,PERSON,Sara
The meeting with Sara from Google is scheduled for 1978-02-14,ORG,Google
Amazon announced new projects starting 1999-04-01,ORG,Amazon
Microsoft announced new projects starting 1977-11-27,ORG,Microsoft
John works at Meta in London since 1975-11-22,PERSON,John
John works at Meta in London since 1975-11-22,ORG,Meta
John works at Meta in London since 1975-11-22,GPE,London
Paris will host the event in 1994-11-07,GPE,Paris
Google announced new projects starting 2005-03-03,ORG,Google
Paris will host the event in 1990-09-14,GPE,Paris
Tokyo will host the event in 2022-04-15,GPE,Tokyo
The meeting with Alex from Meta is scheduled for 1980-02-01,PERSON,Alex
The meeting with Alex from Meta is scheduled for 1980-02-01,ORG,Meta
The meeting with Alex from Google is scheduled for 2020-09-02,PERSON,Alex
The meeting with Alex from Google is scheduled for 2020-09-02,ORG,Google
Tokyo will host the event in 1995-12-03,GPE,Tokyo
Paris will host the event in 1976-07-07,GPE,Paris
London will host the event in 2013-05-20,GPE,London
Sara attended a conference on 1974-03-26,PERSON,Sara
Microsoft announced new projects starting 1995-11-13,ORG,Microsoft
Mary attended a conference on 2011-10-21,PERSON,Mary
Alex works at Google in London since 1976-03-05,PERSON,Alex
Alex works at Google in London since 1976-03-05,ORG,Google
Alex works at Google in London since 1976-03-05,GPE,London
Meta announced new projects starting 2019-07-25,ORG,Meta
The meeting with Alex from Google is scheduled for 2002-06-10,PERSON,Alex
The meeting with Alex from Google is scheduled for 2002-06-10,ORG,Google
Sara works at Amazon in New York since 1990-09-06,PERSON,Sara
Sara works at Amazon in New York since 1990-09-06,ORG,Amazon
The meeting with John from Microsoft is scheduled for 1989-06-22,PERSON,John
The meeting with John from Microsoft is scheduled for 1989-06-22,ORG,Microsoft
John works at Microsoft in New York since 1988-05-07,PERSON,John
John works at Microsoft in New York since 1988-05-07,ORG,Microsoft
